2019-05-04 11:21:17.971 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4009,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,0,日志,00000,"语句: INSERT INTO ""res_config_settings"" (""id"", ""create_uid"", ""create_date"", ""write_uid"", ""write_date"", ""alias_domain"", ""auth_signup_reset_password"", ""auth_signup_template_user_id"", ""auth_signup_uninvited"", ""company_id"", ""company_share_partner"", ""company_share_product"", ""external_email_server_default"", ""fail_counter"", ""group_lot_on_delivery_slip"", ""group_multi_company"", ""group_multi_currency"", ""group_pricelist_item"", ""group_product_pricelist"", ""group_product_variant"", ""group_sale_pricelist"", ""group_stock_adv_location"", ""group_stock_multi_locations"", ""group_stock_multi_warehouses"", ""group_stock_packaging"", ""group_stock_production_lot"", ""group_stock_tracking_lot"", ""group_stock_tracking_owner"", ""group_uom"", ""group_warning_stock"", ""module_auth_ldap"", ""module_auth_oauth"", ""module_base_gengo"", ""module_base_import"", ""module_delivery_bpost"", ""module_delivery_dhl"", ""module_delivery_easypost"", ""module_delivery_fedex"", ""module_delivery_ups"", ""module_delivery_usps"", ""module_google_calendar"", ""module_google_drive"", ""module_google_spreadsheet"", ""module_inter_company_rules"", ""module_pad"", ""module_partner_autocomplete"", ""module_procurement_jit"", ""module_product_expiry"", ""module_stock_barcode"", ""module_stock_picking_batch"", ""module_voip"", ""module_web_unsplash"", ""product_weight_in_lbs"", ""show_effect"", ""unsplash_access_key"", ""use_propagation_minimum_delta"", ""user_default_rights"") VALUES (nextval('res_config_settings_id_seq'), 2, (now() at time zone 'UTC'), 2, (now() at time zone 'UTC'), NULL, false, 5, 'b2c', 1, true, true, false, 0, false, false, false, false, false, true, false, false, true, true, true, false, false, false, true, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, true, '0', false, false, false, false, true, '0', true, NULL, false, false) RETURNING id",,,,,,,,,""
2019-05-04 11:21:17.988 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4029,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,13674,日志,00000,"语句: UPDATE ""res_company"" SET ""paperformat_id""=1,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:17.994 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4040,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,13674,日志,00000,"语句: UPDATE ""res_company"" SET ""snailmail_duplex""=false,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:18.001 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4051,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,13674,日志,00000,"语句: UPDATE ""res_company"" SET ""propagation_minimum_delta""=1,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:18.006 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4062,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,13674,日志,00000,"语句: UPDATE ""res_company"" SET ""external_report_layout_id""=190,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:18.012 HKT,"root","odoo_demo2",16812,"::1:51666",5cccf379.41ac,4073,"idle in transaction",2019-05-04 10:05:45 HKT,14/585,13674,日志,00000,"语句: UPDATE ""res_company"" SET ""snailmail_color""=false,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:21.718 HKT,"root","odoo_demo2",1920,"::1:51368",5cccf2ee.780,38366,"idle in transaction",2019-05-04 10:03:26 HKT,12/410,0,日志,00000,"语句: INSERT INTO ""res_config_settings"" (""id"", ""create_uid"", ""create_date"", ""write_uid"", ""write_date"", ""alias_domain"", ""auth_signup_reset_password"", ""auth_signup_template_user_id"", ""auth_signup_uninvited"", ""company_id"", ""company_share_partner"", ""company_share_product"", ""external_email_server_default"", ""fail_counter"", ""group_lot_on_delivery_slip"", ""group_multi_company"", ""group_multi_currency"", ""group_pricelist_item"", ""group_product_pricelist"", ""group_product_variant"", ""group_sale_pricelist"", ""group_stock_adv_location"", ""group_stock_multi_locations"", ""group_stock_multi_warehouses"", ""group_stock_packaging"", ""group_stock_production_lot"", ""group_stock_tracking_lot"", ""group_stock_tracking_owner"", ""group_uom"", ""group_warning_stock"", ""module_auth_ldap"", ""module_auth_oauth"", ""module_base_gengo"", ""module_base_import"", ""module_delivery_bpost"", ""module_delivery_dhl"", ""module_delivery_easypost"", ""module_delivery_fedex"", ""module_delivery_ups"", ""module_delivery_usps"", ""module_google_calendar"", ""module_google_drive"", ""module_google_spreadsheet"", ""module_inter_company_rules"", ""module_pad"", ""module_partner_autocomplete"", ""module_procurement_jit"", ""module_product_expiry"", ""module_stock_barcode"", ""module_stock_picking_batch"", ""module_voip"", ""module_web_unsplash"", ""product_weight_in_lbs"", ""show_effect"", ""unsplash_access_key"", ""use_propagation_minimum_delta"", ""user_default_rights"") VALUES (nextval('res_config_settings_id_seq'), 2, (now() at time zone 'UTC'), 2, (now() at time zone 'UTC'), NULL, false, 5, 'b2c', 1, true, true, false, 0, false, false, false, false, false, true, false, false, true, true, true, false, false, false, true, false, false, false, false, true, false, false, false, false, false, false, false, false, false, false, false, true, '0', false, false, false, false, true, '0', true, NULL, false, false) RETURNING id",,,,,,,,,""
2019-05-04 11:21:21.737 HKT,"root","odoo_demo2",1920,"::1:51368",5cccf2ee.780,38386,"idle in transaction",2019-05-04 10:03:26 HKT,12/410,13675,日志,00000,"语句: UPDATE ""res_company"" SET ""paperformat_id""=1,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:21.744 HKT,"root","odoo_demo2",1920,"::1:51368",5cccf2ee.780,38397,"idle in transaction",2019-05-04 10:03:26 HKT,12/410,13675,日志,00000,"语句: UPDATE ""res_company"" SET ""snailmail_duplex""=false,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
2019-05-04 11:21:21.751 HKT,"root","odoo_demo2",1920,"::1:51368",5cccf2ee.780,38408,"idle in transaction",2019-05-04 10:03:26 HKT,12/410,13675,日志,00000,"语句: UPDATE ""res_company"" SET ""propagation_minimum_delta""=1,""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (1)",,,,,,,,,""
