
2019-05-04 10:36:23.241 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1018,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,0,日志,00000,"语句: INSERT INTO ""stock_location"" (""id"", ""create_uid"", ""create_date"", ""write_uid"", ""write_date"", ""active"", ""company_id"", ""location_id"", ""name"", ""posx"", ""posy"", ""posz"", ""return_location"", ""scrap_location"", ""usage"") 
																																													VALUES (nextval('stock_location_id_seq'), 2, (now() at time zone 'UTC'), 2, (now() at time zone 'UTC'), true, 1, 1, 'CK2', 0, 0, 0, false, false, 'view') RETURNING id",,,,,,,,,""
2019-05-04 10:36:23.241 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1019,"INSERT",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"执行时间: 0.878 ms",,,,,,,,,""
2019-05-04 10:36:23.242 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1020,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: 
            UPDATE stock_location node
            SET parent_path=concat((SELECT parent.parent_path FROM stock_location parent
                                    WHERE parent.id=node.location_id), node.id, '/')
            WHERE node.id IN (18)
        ",,,,,,,,,""
2019-05-04 10:36:23.258 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1043,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: UPDATE ""stock_location"" SET ""complete_name""='Physical Locations/CK2',""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (18)",,,,,,,,,""

2019-05-04 10:36:23.260 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1046,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: INSERT INTO ""stock_location"" (""id"", ""create_uid"", ""create_date"", ""write_uid"", ""write_date"", ""active"", ""company_id"", ""location_id"", ""name"", ""posx"", ""posy"", ""posz"", ""return_location"", ""scrap_location"", ""usage"") 
																																											VALUES (nextval('stock_location_id_seq'), 2, (now() at time zone 'UTC'), 2, (now() at time zone 'UTC'), true, 1, 18, '库存', 0, 0, 0, false, false, 'internal') RETURNING id",,,,,,,,,""
2019-05-04 10:36:23.261 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1048,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: 
            UPDATE stock_location node
            SET parent_path=concat((SELECT parent.parent_path FROM stock_location parent
                                    WHERE parent.id=node.location_id), node.id, '/')
            WHERE node.id IN (19)
        ",,,,,,,,,""
2019-05-04 10:36:23.267 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1064,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: UPDATE ""stock_location"" SET ""complete_name""='Physical Locations/CK2/库存',""write_uid""=2,""write_date""=(now() at time zone 'UTC') WHERE id IN (19)",,,,,,,,,""
2019-05-04 10:36:23.268 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1067,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: INSERT INTO ""stock_location"" (""id"", ""create_uid"", ""create_date"", ""write_uid"", ""write_date"", ""active"", ""company_id"", ""location_id"", ""name"", ""posx"", ""posy"", ""posz"", ""return_location"", ""scrap_location"", ""usage"") VALUES (nextval('stock_location_id_seq'), 2, (now() at time zone 'UTC'), 2, (now() at time zone 'UTC'), false, 1, 18, '进货', 0, 0, 0, false, false, 'internal') RETURNING id",,,,,,,,,""
2019-05-04 10:36:23.269 HKT,"root","odoo_demo2",12160,"::1:51683",5cccf38d.2f80,1069,"idle in transaction",2019-05-04 10:06:05 HKT,16/170,13602,日志,00000,"语句: 
            UPDATE stock_location node
            SET parent_path=concat((SELECT parent.parent_path FROM stock_location parent
                                    WHERE parent.id=node.location_id), node.id, '/')
            WHERE node.id IN (20)
        ",,,,,,,,,""
